playerName,seasonStartYear, salary 
A.C. Green,1990,"1,750,000.00"
A.J. English,1990,"275,000.00"
A.J. Wynder,1990,"30,000.00"
Adrian Caldwell,1990,"275,000.00"
Adrian Dantley,1990,"400,000.00"
Alaa Abdelnaby,1990,"395,000.00"
Alan Bannister,1990,"50,000.00"
Alan Ogg,1990,"130,000.00"
Alec Kessler,1990,"1,600,000.00"
Alex English,1990,"1,500,000.00"
Alexander Volkov,1990,"650,000.00"
Alton Lister,1990,"1,700,000.00"
Alvin Robertson,1990,"870,000.00"
Andre Turner,1990,"110,000.00"
Andrew Lang,1990,"600,000.00"
Andy Toolson,1990,"120,000.00"
Anthony Cook,1990,"370,000.00"
Anthony Frederick,1990,"30,000.00"
Antoine Carr,1990,"610,000.00"
Armen Gilliam,1990,"1,200,000.00"
Avery Johnson,1990,"50,000.00"
Benoit Benjamin,1990,"1,750,000.00"
Bernard King,1990,"1,600,000.00"
Bill Cartwright,1990,"1,100,000.00"
Bill Hanzlik,1990,"510,000.00"
Bill Laimbeer,1990,"1,510,000.00"
Bill Wennington,1990,"700,000.00"
Billy Thompson,1990,"400,000.00"
Bimbo Coles,1990,"290,000.00"
BJ Armstrong,1990,"425,000.00"
Blair Rasmussen,1990,"2,185,000.00"
Blue Edwards,1990,"360,000.00"
Bo Kimble,1990,"950,000.00"
Bob Hansen,1990,"550,000.00"
Bob Thornton,1990,"335,000.00"
Brad Daugherty,1990,"1,320,000.00"
Brad Davis,1990,"600,000.00"
Brad Lohaus,1990,"1,275,000.00"
Brian Oliver,1990,"455,000.00"
Brian Quinnett,1990,"360,000.00"
Brian Shaw,1990,"1,212,000.00"
Buck Johnson,1990,"675,000.00"
Buck Williams,1990,"1,550,000.00"
Byron Irvin,1990,"375,000.00"
Byron Scott,1990,"1,100,000.00"
Cedric Ceballos,1990,"175,000.00"
Charles Barkley,1990,"2,900,000.00"
Charles Jones,1990,"675,000.00"
Charles Oakley,1990,"1,050,000.00"
Charles Smith,1990,"1,000,000.00"
Chris Dudley,1990,"950,000.00"
Chris Morris,1990,"750,000.00"
Chris Mullin,1990,"2,850,000.00"
Chuck Person,1990,"2,150,000.00"
Chucky Brown,1990,"630,000.00"
Cliff Levingston,1990,"750,000.00"
Cliff Robinson,1990,"250,000.00"
Clyde Drexler,1990,"1,180,000.00"
Craig Ehlo,1990,"925,000.00"
Craig Hodges,1990,"600,000.00"
Dale Ellis,1990,"1,250,000.00"
Dan Majerle,1990,"430,000.00"
Dana Barros,1990,"500,000.00"
Danny Ainge,1990,"725,000.00"
Danny Ferry,1990,"2,640,000.00"
Danny Manning,1990,"2,200,000.00"
Danny Schayes,1990,"1,500,000.00"
Danny Young,1990,"450,000.00"
Darnell Valentine,1990,"100,000.00"
Darrell Griffith,1990,"850,000.00"
Darrell Walker,1990,"610,000.00"
Dave Corzine,1990,"300,000.00"
Dave Feitl,1990,"275,000.00"
Dave Greenwood,1990,"650,000.00"
Dave Hoppen,1990,"400,000.00"
Dave Jamerson,1990,"650,000.00"
Dave Popson,1990,"80,000.00"
David Robinson,1990,"2,265,000.00"
David Wingate,1990,"750,000.00"
David Wood,1990,"300,000.00"
Dee Brown,1990,"547,000.00"
Delaney Rudd,1990,"215,000.00"
Dell Curry,1990,"900,000.00"
Dennis Hopson,1990,"915,000.00"
Dennis Rodman,1990,"880,000.00"
Dennis Scott,1990,"1,560,000.00"
Derek Harper,1990,"1,519,000.00"
Derek Smith,1990,"315,000.00"
Derrick Chievous,1990,"525,000.00"
Derrick Coleman,1990,"2,100,000.00"
Derrick Gervin,1990,"155,000.00"
Derrick McKey,1990,"962,000.00"
Detlef Schrempf,1990,"1,160,000.00"
Doc Rivers,1990,"895,000.00"
Dominique Wilkins,1990,"2,065,000.00"
Doug West,1990,"230,000.00"
Drazen Petrovic,1990,"1,200,000.00"
Duane Causwell,1990,"650,000.00"
Duane Ferrell,1990,"125,000.00"
Dwayne Schintzius,1990,"520,000.00"
Ed Nealy,1990,"550,000.00"
Ed Pinckney,1990,"750,000.00"
Eddie Johnson,1990,"1,000,000.00"
Eddie Lee Wilkins,1990,"400,000.00"
Elden Campbell,1990,"575,000.00"
Eric Leckner,1990,"485,000.00"
Fat Lever,1990,"1,519,000.00"
Felton Spencer,1990,"1,070,000.00"
Frank Brickowski,1990,"905,000.00"
Frank Kornet,1990,"225,000.00"
Fred Roberts,1990,"690,000.00"
Gary Grant,1990,"530,000.00"
Gary Leonard,1990,"200,000.00"
Gary Payton,1990,"1,685,000.00"
George McCloud,1990,"940,000.00"
Gerald Glass,1990,"575,000.00"
Gerald Henderson,1990,"125,000.00"
Gerald Paddio,1990,"120,000.00"
Gerald Wilkins,1990,"725,000.00"
Glen Rice,1990,"1,550,000.00"
Grant Long,1990,"300,000.00"
Greg Anderson,1990,"1,365,000.00"
Greg Dreiling,1990,"300,000.00"
Greg Foster,1990,"275,000.00"
Greg Grant,1990,"300,000.00"
Greg Kite,1990,"480,000.00"
Hakeem Olajuwon,1990,"3,175,000.00"
Harvey Grant,1990,"475,000.00"
Haywoode Workman,1990,"120,000.00"
Henry James,1990,"75,000.00"
Herb Williams,1990,"1,000,000.00"
Hersey Hawkins,1990,"1,000,000.00"
Horace Grant,1990,"1,000,000.00"
Hot Rod Williams,1990,"3,785,000.00"
Ian Lockhart,1990,"130,000.00"
Irving Thomas,1990,"120,000.00"
Isiah Thomas,1990,"2,720,000.00"
J.R. Reid,1990,"1,250,000.00"
Jack Haley,1990,"360,000.00"
Jack Sikma,1990,"1,600,000.00"
James Donaldson,1990,"880,000.00"
James Edwards,1990,"935,000.00"
James Worthy,1990,"1,600,000.00"
Jay Humphries,1990,"650,000.00"
Jayson Williams,1990,"500,000.00"
Jeff Grayer,1990,"605,000.00"
Jeff Hornacek,1990,"1,100,000.00"
Jeff Malone,1990,"915,000.00"
Jeff Martin,1990,"210,000.00"
Jeff Turner,1990,"410,000.00"
Jerome Kersey,1990,"550,000.00"
Jerome Lane,1990,"500,000.00"
Jerrod Mustaf,1990,"565,000.00"
Jerry Reynolds,1990,"450,000.00"
Jim Grandholm,1990,"115,000.00"
Jim Petersen,1990,"1,235,000.00"
Joe Barry Carroll,1990,"350,000.00"
Joe Dumars,1990,"1,035,000.00"
Joe Kleine,1990,"850,000.00"
Joe Wolf,1990,"990,000.00"
John Bagley,1990,"550,000.00"
John Battle,1990,"590,000.00"
John Long,1990,"150,000.00"
John Morton,1990,"350,000.00"
John Paxson,1990,"385,000.00"
John Salley,1990,"575,000.00"
John Shasky,1990,"150,000.00"
John Starks,1990,"120,000.00"
John Stockton,1990,"2,000,000.00"
John Williams,1990,"1,000,000.00"
Johnny Dawkins,1990,"1,500,000.00"
Johnny Newman,1990,"1,200,000.00"
Jon Koncak,1990,"1,550,000.00"
Jon Sundvold,1990,"335,000.00"
Jud Buechler,1990,"225,000.00"
Karl Malone,1990,"2,260,000.00"
Keith Askins,1990,"150,000.00"
Kelly Tripucka,1990,"1,000,000.00"
Kelvin Upshaw,1990,"30,000.00"
Ken Bannister,1990,"400,000.00"
Ken Norman,1990,"1,050,000.00"
Kendall Gill,1990,"1,500,000.00"
Kennard Winchester,1990,"120,000.00"
Kenny Battle,1990,"350,000.00"
Kenny Gattison,1990,"355,000.00"
Kenny Payne,1990,"400,000.00"
Kenny Smith,1990,"700,000.00"
Kenny Walker,1990,"875,000.00"
Kenny Williams,1990,"175,000.00"
Kevin Duckworth,1990,"1,710,000.00"
Kevin Edwards,1990,"425,000.00"
Kevin Gamble,1990,"375,000.00"
Kevin Johnson,1990,"1,750,000.00"
Kevin McHale,1990,"1,400,000.00"
Kevin Pritchard,1990,"185,000.00"
Kevin Willis,1990,"685,000.00"
Kiki Vandeweghe,1990,"1,025,000.00"
Kurk Lee,1990,"120,000.00"
Kurt Rambis,1990,"900,000.00"
Lance Blanks,1990,"365,000.00"
Larry Bird,1990,"1,500,000.00"
Larry Drew,1990,"550,000.00"
Larry Krystkowiak,1990,"605,000.00"
Larry Nance,1990,"1,260,000.00"
Larry Smith,1990,"800,000.00"
LaSalle Thompson,1990,"2,000,000.00"
Ledell Eackles,1990,"605,000.00"
Les Jepsen,1990,"505,000.00"
Lester Conner,1990,"900,000.00"
Lionel Simmons,1990,"930,000.00"
Loy Vaught,1990,"825,000.00"
Magic Johnson,1990,"2,400,000.00"
Mahmoud Abdul-Rauf,1990,"1,660,000.00"
Manute Bol,1990,"1,300,000.00"
Marcus Liberty,1990,"210,000.00"
Mario Elie,1990,"50,000.00"
Mark Acres,1990,"437,000.00"
Mark Aguirre,1990,"1,115,000.00"
Mark Alarie,1990,"500,000.00"
Mark Bryant,1990,"405,000.00"
Mark Eaton,1990,"2,000,000.00"
Mark Jackson,1990,"1,785,000.00"
Mark Price,1990,"1,400,000.00"
Mark West,1990,"875,000.00"
Matt Bullard,1990,"120,000.00"
Maurice Cheeks,1990,"1,000,000.00"
Michael Adams,1990,"825,000.00"
Michael Ansley,1990,"200,000.00"
Michael Cage,1990,"910,000.00"
Michael Jordan,1990,"2,500,000.00"
Michael Smith,1990,"525,000.00"
Micheal Williams,1990,"325,000.00"
Mike Brown,1990,"650,000.00"
Mike Gminski,1990,"1,650,000.00"
Mike Sanders,1990,"760,000.00"
Mike Smrek,1990,"325,000.00"
Milos Babic,1990,"200,000.00"
Mitch Richmond,1990,"850,000.00"
Mookie Blaylock,1990,"525,000.00"
Morlon Wiley,1990,"347,000.00"
Moses Malone,1990,"2,406,000.00"
Muggsy Bogues,1990,"805,000.00"
Mychal Thompson,1990,"615,000.00"
Nate McMillan,1990,"658,000.00"
Negele Knight,1990,"468,000.00"
Nick Anderson,1990,"725,000.00"
Olden Polynice,1990,"600,000.00"
Orlando Woolridge,1990,"805,000.00"
Otis Smith,1990,"450,000.00"
Otis Thorpe,1990,"1,760,000.00"
Patrick Ewing,1990,"4,250,000.00"
Paul Mokeski,1990,"100,000.00"
Paul Pressey,1990,"900,000.00"
Pervis Ellison,1990,"2,300,000.00"
Pooh Richardson,1990,"615,000.00"
Quintin Dailey,1990,"425,000.00"
Ralph Sampson,1990,"2,250,000.00"
Randolph Keys,1990,"322,000.00"
Randy Breuer,1990,"1,150,000.00"
Randy White,1990,"730,000.00"
Randy Wittman,1990,"500,000.00"
Reggie Lewis,1990,"400,000.00"
Reggie Miller,1990,"654,000.00"
Reggie Theus,1990,"765,000.00"
Rex Chapman,1990,"675,000.00"
Richard Coffey,1990,"150,000.00"
Rick Calloway,1990,"125,000.00"
Rick Mahorn,1990,"1,330,000.00"
Rickey Green,1990,"120,000.00"
Ricky Pierce,1990,"1,100,000.00"
Rik Smits,1990,"1,350,000.00"
Robert Parish,1990,"2,500,000.00"
Rod Higgins,1990,"500,000.00"
Rod Strickland,1990,"400,000.00"
Rodney McCray,1990,"985,000.00"
Rolando Blackman,1990,"1,650,000.00"
Ron Anderson,1990,"425,000.00"
Ron Harper,1990,"1,365,000.00"
Rony Seikaly,1990,"755,000.00"
Rory Sparrow,1990,"300,000.00"
Roy Hinson,1990,"1,250,000.00"
Roy Tarpley,1990,"765,000.00"
Rumeal Robinson,1990,"800,000.00"
Sam Bowie,1990,"2,000,000.00"
Sam Mitchell,1990,"500,000.00"
Sam Perkins,1990,"1,970,000.00"
Sam Vincent,1990,"980,000.00"
Sarunas Marciulionis,1990,"1,270,000.00"
Scott Brooks,1990,"295,000.00"
Scott Haffner,1990,"75,000.00"
Scott Hastings,1990,"450,000.00"
Scott Meents,1990,"300,000.00"
Scott Skiles,1990,"408,000.00"
Scott Williams,1990,"150,000.00"
Scottie Pippen,1990,"765,000.00"
Sean Elliott,1990,"1,800,000.00"
Sean Higgins,1990,"150,000.00"
Sedale Threatt,1990,"650,000.00"
Shawn Kemp,1990,"350,000.00"
Sherman Douglas,1990,"325,000.00"
Sidney Green,1990,"837,000.00"
Sidney Moncrief,1990,"510,000.00"
Sleepy Floyd,1990,"1,400,000.00"
Spud Webb,1990,"510,000.00"
Stacey King,1990,"1,000,000.00"
Steve Alford,1990,"250,000.00"
Steve Colter,1990,"300,000.00"
Steve Henson,1990,"120,000.00"
Steve Kerr,1990,"548,000.00"
Steve Scheffler,1990,"200,000.00"
Stojko Vrankovic,1990,"222,000.00"
Tate George,1990,"410,000.00"
Terry Catledge,1990,"1,085,000.00"
Terry Cummings,1990,"1,860,000.00"
Terry Davis,1990,"250,000.00"
Terry Mills,1990,"600,000.00"
Terry Porter,1990,"2,000,000.00"
Terry Teagle,1990,"550,000.00"
Thurl Bailey,1990,"1,000,000.00"
Tim Hardaway,1990,"500,000.00"
Tim McCormick,1990,"775,000.00"
Tim Perry,1990,"675,000.00"
Tod Murphy,1990,"590,000.00"
Todd Lichti,1990,"565,000.00"
Tom Chambers,1990,"2,060,000.00"
Tom Garrick,1990,"340,000.00"
Tom Hammonds,1990,"800,000.00"
Tom Tolbert,1990,"405,000.00"
Tony Brown,1990,"50,000.00"
Tony Campbell,1990,"1,200,000.00"
Tony Massenburg,1990,"150,000.00"
Tony Smith,1990,"120,000.00"
Travis Mays,1990,"800,000.00"
Tree Rollins,1990,"800,000.00"
Trent Tucker,1990,"835,000.00"
Tyrone Corbin,1990,"830,000.00"
Tyrone Hill,1990,"1,000,000.00"
Vern Fleming,1990,"667,000.00"
Vernon Maxwell,1990,"250,000.00"
Vinnie Johnson,1990,"1,400,000.00"
Vlade Divac,1990,"770,000.00"
Walter Davis,1990,"900,000.00"
Walter Palmer,1990,"225,000.00"
Wayman Tisdale,1990,"2,330,000.00"
Wayne Cooper,1990,"1,100,000.00"
Will Perdue,1990,"450,000.00"
William Bedford,1990,"850,000.00"
Willie Anderson,1990,"725,000.00"
Willie Burton,1990,"2,000,000.00"
Winston Bennett,1990,"525,000.00"
Winston Garland,1990,"450,000.00"
Xavier McDaniel,1990,"1,400,000.00"
A.C. Green,1991,"1,750,000.00"
A.J. English,1991,"325,000.00"
A.J. Wynder,1991,"130,000.00"
Alaa Abdelnaby,1991,"494,000.00"
Alan Ogg,1991,"202,000.00"
Alec Kessler,1991,"1,122,000.00"
Alex English,1991,"500,000.00"
Alexander Volkov,1991,"675,000.00"
Alton Lister,1991,"1,333,000.00"
Alvin Robertson,1991,"1,033,000.00"
Andre Turner,1991,"130,000.00"
Andrew Lang,1991,"700,000.00"
Andrew Toney,1991,"450,000.00"
Andy Toolson,1991,"250,000.00"
Anthony Bonner,1991,"568,000.00"
Anthony Cook,1991,"480,000.00"
Anthony Frederick,1991,"130,000.00"
Anthony Mason,1991,"210,000.00"
Antoine Carr,1991,"1,263,000.00"
Armen Gilliam,1991,"1,350,000.00"
Bart Kofoed,1991,"130,000.00"
Benoit Benjamin,1991,"2,875,000.00"
Bernard King,1991,"2,525,000.00"
Bill Cartwright,1991,"2,000,000.00"
Bill Hanzlik,1991,"508,000.00"
Bill Laimbeer,1991,"1,369,000.00"
Billy Owens,1991,"1,509,000.00"
Bimbo Coles,1991,"212,000.00"
Bison Dele,1991,"777,000.00"
BJ Armstrong,1991,"435,000.00"
Blair Rasmussen,1991,"1,558,000.00"
Blue Edwards,1991,"390,000.00"
Bo Kimble,1991,"1,150,000.00"
Bob Hansen,1991,"600,000.00"
Bob McCann,1991,"130,000.00"
Bob Thornton,1991,"335,000.00"
Bobby Phills,1991,"130,000.00"
Brad Daugherty,1991,"2,245,000.00"
Brad Davis,1991,"600,000.00"
Brad Lohaus,1991,"1,377,000.00"
Brad Sellers,1991,"600,000.00"
Brian Oliver,1991,"456,000.00"
Brian Quinnett,1991,"450,000.00"
Brian Shaw,1991,"1,313,000.00"
Buck Johnson,1991,"775,000.00"
Buck Williams,1991,"1,700,000.00"
Byron Scott,1991,"1,100,000.00"
Carl Herrera,1991,"325,000.00"
Cedric Ceballos,1991,"250,000.00"
Charles Barkley,1991,"3,200,000.00"
Charles Jones,1991,"750,000.00"
Charles Oakley,1991,"1,050,000.00"
Charles Shackleford,1991,"1,332,000.00"
Charles Smith,1991,"1,050,000.00"
Charles Thomas,1991,"130,000.00"
Chris Dudley,1991,"1,000,000.00"
Chris Gatling,1991,"700,000.00"
Chris Morris,1991,"650,000.00"
Chris Mullin,1991,"2,844,000.00"
Chuck Nevitt,1991,"118,000.00"
Chuck Person,1991,"2,156,000.00"
Chucky Brown,1991,"640,000.00"
Cliff Levingston,1991,"1,350,000.00"
Cliff Robinson,1991,"474,000.00"
Clyde Drexler,1991,"1,378,000.00"
Corey Crowder,1991,"130,000.00"
Craig Ehlo,1991,"925,000.00"
Craig Hodges,1991,"700,000.00"
Dale Davis,1991,"430,000.00"
Dale Ellis,1991,"1,300,000.00"
Dan Godfread,1991,"100,000.00"
Dan Majerle,1991,"535,000.00"
Dana Barros,1991,"500,000.00"
Danny Ainge,1991,"725,000.00"
Danny Ferry,1991,"2,843,000.00"
Danny Manning,1991,"2,300,000.00"
Danny Schayes,1991,"1,600,000.00"
Danny Young,1991,"550,000.00"
Darnell Valentine,1991,"130,000.00"
Darrell Griffith,1991,"850,000.00"
Darrell Walker,1991,"665,000.00"
Dave Corzine,1991,"300,000.00"
Dave Feitl,1991,"135,000.00"
Dave Hoppen,1991,"500,000.00"
Dave Jamerson,1991,"840,000.00"
David Benoit,1991,"230,000.00"
David Robinson,1991,"2,240,000.00"
David Wingate,1991,"250,000.00"
Dee Brown,1991,"705,000.00"
Delaney Rudd,1991,"240,000.00"
Dell Curry,1991,"1,006,000.00"
Dennis Hopson,1991,"950,000.00"
Dennis Rodman,1991,"1,075,000.00"
Dennis Scott,1991,"1,980,000.00"
Derek Harper,1991,"1,725,000.00"
Derek Strong,1991,"130,000.00"
Derrick Coleman,1991,"2,300,000.00"
Derrick McKey,1991,"1,112,000.00"
Detlef Schrempf,1991,"1,278,000.00"
Dikembe Mutombo,1991,"2,005,000.00"
Doc Rivers,1991,"1,195,000.00"
Dominique Wilkins,1991,"3,100,000.00"
Donald Hodge,1991,"130,000.00"
Donald Royal,1991,"130,000.00"
Doug Lee,1991,"150,000.00"
Doug Smith,1991,"1,500,000.00"
Doug West,1991,"310,000.00"
Drazen Petrovic,1991,"1,375,000.00"
Duane Causwell,1991,"820,000.00"
Duane Ferrell,1991,"500,000.00"
Dwayne Schintzius,1991,"650,000.00"
Ed Nealy,1991,"650,000.00"
Ed Pinckney,1991,"900,000.00"
Eddie Johnson,1991,"1,050,000.00"
Elden Campbell,1991,"575,000.00"
Elliot Perry,1991,"130,000.00"
Ennis Whatley,1991,"130,000.00"
Eric Leckner,1991,"618,000.00"
Eric Murdock,1991,"600,000.00"
Fat Lever,1991,"1,619,000.00"
Felton Spencer,1991,"1,340,000.00"
Frank Brickowski,1991,"1,055,000.00"
Fred Roberts,1991,"791,000.00"
Gary Grant,1991,"928,000.00"
Gary Leonard,1991,"130,000.00"
Gary Payton,1991,"1,883,000.00"
George McCloud,1991,"990,000.00"
Gerald Glass,1991,"705,000.00"
Gerald Wilkins,1991,"795,000.00"
Glen Rice,1991,"1,302,000.00"
Grant Long,1991,"252,000.00"
Greg Anderson,1991,"1,465,000.00"
Greg Anthony,1991,"865,000.00"
Greg Dreiling,1991,"600,000.00"
Greg Foster,1991,"339,000.00"
Greg Kite,1991,"700,000.00"
Greg Sutton,1991,"175,000.00"
Hakeem Olajuwon,1991,"3,170,000.00"
Harvey Grant,1991,"450,000.00"
Haywoode Workman,1991,"250,000.00"
Henry James,1991,"477,000.00"
Herb Williams,1991,"1,183,000.00"
Hersey Hawkins,1991,"805,000.00"
Horace Grant,1991,"1,750,000.00"
Hot Rod Williams,1991,"3,786,000.00"
Ian Lockhart,1991,"263,000.00"
Isaac Austin,1991,"130,000.00"
Isiah Thomas,1991,"2,960,000.00"
J.R. Reid,1991,"1,250,000.00"
Jack Haley,1991,"300,000.00"
James Donaldson,1991,"880,000.00"
James Edwards,1991,"933,000.00"
James Worthy,1991,"1,750,000.00"
Jawann Oldham,1991,"175,000.00"
Jay Humphries,1991,"760,000.00"
Jayson Williams,1991,"650,000.00"
Jeff Grayer,1991,"950,000.00"
Jeff Hornacek,1991,"1,428,000.00"
Jeff Malone,1991,"1,580,000.00"
Jeff Sanders,1991,"385,000.00"
Jeff Turner,1991,"550,000.00"
Jerome Kersey,1991,"561,000.00"
Jerome Lane,1991,"640,000.00"
Jerrod Mustaf,1991,"735,000.00"
Jerry Reynolds,1991,"1,300,000.00"
Jim Les,1991,"323,000.00"
Jim Paxson,1991,"225,000.00"
Jim Petersen,1991,"936,000.00"
Jimmy Oliver,1991,"200,000.00"
Joe Barry Carroll,1991,"925,000.00"
Joe Dumars,1991,"1,295,000.00"
Joe Kleine,1991,"950,000.00"
Joe Wolf,1991,"763,000.00"
John Bagley,1991,"550,000.00"
John Battle,1991,"700,000.00"
John Morton,1991,"450,000.00"
John Paxson,1991,"1,600,000.00"
John Salley,1991,"2,000,000.00"
John Shasky,1991,"250,000.00"
John Starks,1991,"400,000.00"
John Stockton,1991,"2,100,000.00"
John Turner,1991,"615,000.00"
John Williams,1991,"1,100,000.00"
Johnny Dawkins,1991,"1,700,000.00"
Johnny Newman,1991,"1,206,000.00"
Jon Koncak,1991,"2,000,000.00"
Jon Sundvold,1991,"333,000.00"
Karl Malone,1991,"2,556,000.00"
Keith Askins,1991,"202,000.00"
Keith Owens,1991,"130,000.00"
Kelvin Upshaw,1991,"250,000.00"
Ken Bannister,1991,"300,000.00"
Ken Norman,1991,"1,150,000.00"
Kendall Gill,1991,"1,908,000.00"
Kennard Winchester,1991,"120,000.00"
Kenny Anderson,1991,"1,828,000.00"
Kenny Gattison,1991,"456,000.00"
Kenny Payne,1991,"410,000.00"
Kenny Smith,1991,"1,633,000.00"
Kenny Williams,1991,"275,000.00"
Kevin Brooks,1991,"625,000.00"
Kevin Duckworth,1991,"2,013,000.00"
Kevin Edwards,1991,"600,000.00"
Kevin Gamble,1991,"1,400,000.00"
Kevin Johnson,1991,"1,950,000.00"
Kevin McHale,1991,"3,500,000.00"
Kevin Pritchard,1991,"288,000.00"
Kevin Willis,1991,"725,000.00"
Kiki Vandeweghe,1991,"1,020,000.00"
Kurt Rambis,1991,"950,000.00"
LaBradford Smith,1991,"620,000.00"
Lamont Strothers,1991,"150,000.00"
Lanard Copeland,1991,"130,000.00"
Lance Blanks,1991,"415,000.00"
Larry Bird,1991,"7,070,000.00"
Larry Drew,1991,"600,000.00"
Larry Johnson,1991,"1,955,000.00"
Larry Krystkowiak,1991,"605,000.00"
Larry Nance,1991,"1,363,000.00"
Larry Smith,1991,"997,000.00"
Larry Stewart,1991,"130,000.00"
LaSalle Thompson,1991,"2,000,000.00"
Ledell Eackles,1991,"780,000.00"
LeRon Ellis,1991,"180,000.00"
Les Jepsen,1991,"504,000.00"
Lester Conner,1991,"900,000.00"
Lionel Simmons,1991,"1,289,000.00"
Loy Vaught,1991,"1,000,000.00"
Luc Longley,1991,"1,590,000.00"
Magic Johnson,1991,"2,500,000.00"
Mahmoud Abdul-Rauf,1991,"2,008,000.00"
Manute Bol,1991,"1,350,000.00"
Marcus Liberty,1991,"260,000.00"
Mario Elie,1991,"130,000.00"
Mark Acres,1991,"547,000.00"
Mark Aguirre,1991,"1,232,000.00"
Mark Alarie,1991,"550,000.00"
Mark Bryant,1991,"450,000.00"
Mark Eaton,1991,"1,333,000.00"
Mark Hughes,1991,"250,000.00"
Mark Jackson,1991,"1,250,000.00"
Mark Macon,1991,"970,000.00"
Mark Price,1991,"1,520,000.00"
Mark Randall,1991,"180,000.00"
Mark West,1991,"975,000.00"
Marty Conlon,1991,"130,000.00"
Matt Bullard,1991,"275,000.00"
Maurice Cheeks,1991,"1,000,000.00"
Michael Adams,1991,"1,309,000.00"
Michael Cage,1991,"1,390,000.00"
Michael Jordan,1991,"3,250,000.00"
Michael Smith,1991,"625,000.00"
Micheal Williams,1991,"500,000.00"
Mike Brown,1991,"1,175,000.00"
Mike Gminski,1991,"1,850,000.00"
Mike Holton,1991,"400,000.00"
Mike Iuzzolino,1991,"185,000.00"
Mike Sanders,1991,"860,000.00"
Mike Woodson,1991,"658,000.00"
Mitch Richmond,1991,"950,000.00"
Mitchell Wiggins,1991,"335,000.00"
Mookie Blaylock,1991,"575,000.00"
Morlon Wiley,1991,"130,000.00"
Moses Malone,1991,"1,600,000.00"
Muggsy Bogues,1991,"906,000.00"
Mychal Thompson,1991,"1,807,000.00"
Myron Brown,1991,"200,000.00"
Nate McMillan,1991,"733,000.00"
Negele Knight,1991,"469,000.00"
Nick Anderson,1991,"750,000.00"
Olden Polynice,1991,"750,000.00"
Orlando Woolridge,1991,"957,000.00"
Otis Smith,1991,"525,000.00"
Otis Thorpe,1991,"1,786,000.00"
Patrick Eddie,1991,"130,000.00"
Patrick Ewing,1991,"3,139,000.00"
Paul Graham,1991,"125,000.00"
Paul Pressey,1991,"1,000,000.00"
Pervis Ellison,1991,"2,300,000.00"
Pete Chilcutt,1991,"475,000.00"
Pooh Richardson,1991,"760,000.00"
Quintin Dailey,1991,"425,000.00"
Rafael Addison,1991,"311,000.00"
Ralph Sampson,1991,"2,685,000.00"
Randy Breuer,1991,"1,250,000.00"
Randy Brown,1991,"210,000.00"
Randy White,1991,"855,000.00"
Randy Wittman,1991,"550,000.00"
Reggie Lewis,1991,"3,340,000.00"
Reggie Miller,1991,"3,211,000.00"
Reggie Williams,1991,"425,000.00"
Rex Chapman,1991,"940,000.00"
Rich King,1991,"600,000.00"
Rick Fox,1991,"525,000.00"
Rickey Green,1991,"445,000.00"
Ricky Pierce,1991,"1,750,000.00"
Rik Smits,1991,"1,350,000.00"
Robert Pack,1991,"130,000.00"
Robert Parish,1991,"3,000,000.00"
Robert Reid,1991,"130,000.00"
Rod Higgins,1991,"550,000.00"
Rod Strickland,1991,"400,000.00"
Rodney McCray,1991,"1,025,000.00"
Rodney Monroe,1991,"217,000.00"
Rolando Blackman,1991,"1,920,000.00"
Ron Anderson,1991,"1,000,000.00"
Ron Harper,1991,"1,650,000.00"
Rony Seikaly,1991,"2,002,000.00"
Rory Sparrow,1991,"126,000.00"
Roy Hinson,1991,"943,000.00"
Rumeal Robinson,1991,"1,025,000.00"
Sam Bowie,1991,"2,000,000.00"
Sam Mitchell,1991,"630,000.00"
Sam Perkins,1991,"2,507,000.00"
Sam Vincent,1991,"1,260,000.00"
Sarunas Marciulionis,1991,"1,267,000.00"
Scott Brooks,1991,"400,000.00"
Scott Hastings,1991,"500,000.00"
Scott Skiles,1991,"1,925,000.00"
Scott Williams,1991,"350,000.00"
Scottie Pippen,1991,"2,770,000.00"
Sean Elliott,1991,"1,802,000.00"
Sean Green,1991,"130,000.00"
Sedale Threatt,1991,"612,000.00"
Shawn Kemp,1991,"430,000.00"
Sherman Douglas,1991,"1,250,000.00"
Sidney Green,1991,"1,063,000.00"
Sleepy Floyd,1991,"1,500,000.00"
Spud Webb,1991,"560,000.00"
Stacey Augmon,1991,"875,000.00"
Stacey King,1991,"1,100,000.00"
Stanley Roberts,1991,"550,000.00"
Steve Henson,1991,"350,000.00"
Steve Kerr,1991,"553,000.00"
Steve Smith,1991,"2,250,000.00"
Stojko Vrankovic,1991,"665,000.00"
Stuart Gray,1991,"520,000.00"
Tate George,1991,"481,000.00"
Terrell Brandon,1991,"525,000.00"
Terry Catledge,1991,"1,386,000.00"
Terry Cummings,1991,"1,861,000.00"
Terry Davis,1991,"382,000.00"
Terry Mills,1991,"850,000.00"
Terry Porter,1991,"1,787,000.00"
Terry Teagle,1991,"700,000.00"
Tharon Mayes,1991,"130,000.00"
Thurl Bailey,1991,"1,000,000.00"
Tim Hardaway,1991,"640,000.00"
Tim McCormick,1991,"825,000.00"
Tim Perry,1991,"675,000.00"
Tod Murphy,1991,"760,000.00"
Todd Lichti,1991,"565,000.00"
Tom Chambers,1991,"2,275,000.00"
Tom Copa,1991,"160,000.00"
