playerName,seasonStartYear, salary 
Malik Rose,1998,"425,000.00"
Malik Sealy,1998,"1,000,000.00"
Marcus Brown,1998,"500,000.00"
Marcus Camby,1998,"3,164,000.00"
Mario Elie,1998,"1,750,000.00"
Mark Bryant,1998,"2,050,000.00"
Mark Hendrickson,1998,"425,000.00"
Mark Jackson,1998,"3,600,000.00"
Mark Pope,1998,"382,000.00"
Mark Price,1998,"5,488,000.00"
Mark Strickland,1998,"2,100,000.00"
Mark West,1998,"1,000,000.00"
Marko Milic,1998,"350,000.00"
Marlon Garnett,1998,"287,500.00"
Martin Muursepp,1998,"763,200.00"
Marty Conlon,1998,"662,500.00"
Mate Skelin,1998,"287,500.00"
Matt Geiger,1998,"6,800,000.00"
Matt Harpring,1998,"900,000.00"
Maurice Taylor,1998,"1,209,000.00"
Michael Cage,1998,"2,350,000.00"
Michael Curry,1998,"550,000.00"
Michael Dickerson,1998,"949,600.00"
Michael Doleac,1998,"1,050,000.00"
Michael Finley,1998,"6,000,000.00"
Michael Hawkins,1998,"350,000.00"
Michael Olowokandi,1998,"2,700,000.00"
Michael Smith,1998,"2,180,000.00"
Michael Stewart,1998,"1,000,000.00"
Micheal Williams,1998,"2,975,000.00"
Mike Bibby,1998,"2,400,000.00"
Miles Simon,1998,"287,500.00"
Mirsad Turkcan,1998,"739,400.00"
Mitch Richmond,1998,"2,500,000.00"
Mitchell Butler,1998,"537,500.00"
Moochie Norris,1998,"350,000.00"
Mookie Blaylock,1998,"3,600,000.00"
Muggsy Bogues,1998,"2,800,000.00"
Nazr Mohammed,1998,"535,000.00"
Negele Knight,1998,"537,500.00"
Nick Anderson,1998,"3,200,000.00"
Nick Van Exel,1998,"1,900,000.00"
Nikita Morgunov,1998,"287,500.00"
Olden Polynice,1998,"1,000,000.00"
Oliver Miller,1998,"600,000.00"
Othella Harrington,1998,"406,900.00"
Otis Thorpe,1998,"4,400,000.00"
P.J. Brown,1998,"4,480,000.00"
Pat Garrity,1998,"740,000.00"
Patrick Ewing,1998,"18,500,000.00"
Paul Grant,1998,"903,240.00"
Paul Pierce,1998,"1,165,000.00"
Paul Rogers,1998,"287,500.00"
Pervis Ellison,1998,"2,420,000.00"
Pete Chilcutt,1998,"700,000.00"
PJ Brown,1998,"4,480,000.00"
Pooh Richardson,1998,"3,030,000.00"
Popeye Jones,1998,"2,381,000.00"
Priest Lauderdale,1998,"712,200.00"
Radoslav Nesterovic,1998,"775,750.00"
Raef LaFrentz,1998,"2,150,000.00"
Randell Jackson,1998,"287,500.00"
Randolph Childress,1998,"866,320.00"
Randy Brown,1998,"1,320,000.00"
Randy Livingston,1998,"287,500.00"
Rashard Lewis,1998,"287,500.00"
Rasheed Wallace,1998,"9,000,000.00"
Ray Allen,1998,"2,320,000.00"
Reggie Miller,1998,"6,781,000.00"
Reggie Slater,1998,"400,000.00"
Rex Chapman,1998,"2,800,000.00"
Rex Walters,1998,"2,162,500.00"
Rick Brunson,1998,"350,000.00"
Rick Fox,1998,"1,750,000.00"
Rick Mahorn,1998,"1,000,000.00"
Ricky Davis,1998,"680,000.00"
Rik Smits,1998,"8,500,000.00"
Robert Horry,1998,"5,000,000.00"
Robert Pack,1998,"3,780,000.00"
Robert Traylor,1998,"1,590,000.00"
Rodney Rogers,1998,"3,000,000.00"
Rodrick Rhodes,1998,"639,300.00"
Ron Harper,1998,"5,280,000.00"
Ron Mercer,1998,"2,033,000.00"
Rony Seikaly,1998,"4,252,000.00"
Roshown McLeod,1998,"740,000.00"
Roy Rogers,1998,"862,560.00"
Ruben Patterson,1998,"628,500.00"
Rusty Larue,1998,"350,000.00"
Ryan Stack,1998,"287,500.00"
Sam Cassell,1998,"3,000,000.00"
Sam Jacobson,1998,"559,000.00"
Sam Mack,1998,"545,000.00"
Sam Perkins,1998,"1,785,000.00"
Samaki Walker,1998,"1,619,880.00"
Scot Pollard,1998,"1,290,920.00"
Scott Burrell,1998,"1,000,000.00"
Scott Williams,1998,"3,300,000.00"
Scottie Pippen,1998,"11,000,000.00"
Sean Elliott,1998,"5,333,000.00"
Sean Marks,1998,"287,500.00"
Sean Rooks,1998,"1,680,000.00"
Shandon Anderson,1998,"1,300,000.00"
Shaquille O'Neal,1998,"15,000,000.00"
Shareef Abdur-Rahim,1998,"2,842,000.00"
Sharone Wright,1998,"4,000,000.00"
Shawn Bradley,1998,"6,750,000.00"
Shawn Kemp,1998,"9,740,000.00"
Sherman Douglas,1998,"2,200,000.00"
Stacey Augmon,1998,"3,200,000.00"
Stephon Marbury,1998,"2,562,000.00"
Steve Kerr,1998,"1,774,000.00"
Steve Nash,1998,"1,190,760.00"
Steve Smith,1998,"6,300,000.00"
Steven Smith,1998,"6,300,000.00"
Stojko Vrankovic,1998,"4,060,000.00"
Tariq Abdul-Wahad,1998,"1,411,000.00"
Terrell Brandon,1998,"6,300,000.00"
Terry Cummings,1998,"1,150,000.00"
Terry Davis,1998,"1,750,000.00"
Terry Dehere,1998,"1,112,500.00"
Terry Mills,1998,"1,145,000.00"
Terry Porter,1998,"1,000,000.00"
Theo Ratliff,1998,"6,000,000.00"
Thurl Bailey,1998,"850,000.00"
Tim Duncan,1998,"3,413,000.00"
Tim Hardaway,1998,"5,600,000.00"
Tim Legler,1998,"1,320,000.00"
Tim Thomas,1998,"1,856,000.00"
Toby Bailey,1998,"287,500.00"
Todd Fuller,1998,"1,461,000.00"
Tom Gugliotta,1998,"7,800,000.00"
Toni Kukoc,1998,"4,610,000.00"
Tony Battie,1998,"2,238,000.00"
Tony Delk,1998,"1,131,000.00"
Tony Massenburg,1998,"900,000.00"
Tracy McGrady,1998,"1,563,000.00"
Tracy Murray,1998,"2,380,000.00"
Travis Best,1998,"2,750,000.00"
Travis Knight,1998,"2,400,000.00"
Trevor Winter,1998,"287,500.00"
Troy Hudson,1998,"287,500.00"
Tyrone Corbin,1998,"2,400,000.00"
Tyrone Hill,1998,"5,352,000.00"
Tyrone Nesby,1998,"287,500.00"
Tyronn Lue,1998,"287,500.00"
Vernon Maxwell,1998,"1,000,000.00"
Vin Baker,1998,"4,264,000.00"
Vince Carter,1998,"1,760,000.00"
Vinny Del Negro,1998,"1,750,000.00"
Vitaly Potapenko,1998,"1,339,000.00"
Vlade Divac,1998,"8,300,000.00"
Vladimir Stepania,1998,"543,000.00"
Voshon Lenard,1998,"2,837,000.00"
Walt Williams,1998,"3,000,000.00"
Walter McCarty,1998,"975,000.00"
Wesley Person,1998,"4,200,000.00"
Will Perdue,1998,"4,373,000.00"
William Cunningham,1998,"350,000.00"
Yinka Dare,1998,"1,657,000.00"
Zydrunas Ilgauskas,1998,"936,000.00"
A.C. Green,1999,"1,700,000.00"
A.J. Bramlett,1999,"118,974.00"
Aaron McKie,1999,"1,624,000.00"
Aaron Williams,1999,"1,100,000.00"
Adam Keefe,1999,"3,000,000.00"
Adonal Foyle,1999,"1,922,520.00"
Adrian Caldwell,1999,"50,000.00"
Adrian Griffin,1999,"385,000.00"
Al Harrington,1999,"745,800.00"
Alan Henderson,1999,"5,318,437.00"
Aleksandar Radojevic,1999,"1,325,760.00"
Allan Houston,1999,"8,000,000.00"
Allen Iverson,1999,"9,000,000.00"
Alonzo Mourning,1999,"15,004,800.00"
Alvin Williams,1999,"1,925,000.00"
Amal McCaskill,1999,"485,000.00"
Andrae Patterson,1999,"385,000.00"
Andre Miller,1999,"1,682,280.00"
Andrei Kirilenko,1999,"632,400.00"
Andrew DeClercq,1999,"1,680,000.00"
Andrew Gaze,1999,"460,000.00"
Andrew Lang,1999,"510,000.00"
Andy Panko,1999,"5,000.00"
Anfernee Hardaway,1999,"9,000,000.00"
Ansu Sesay,1999,"535,000.00"
Antawn Jamison,1999,"2,503,800.00"
Anthony Avent,1999,"510,000.00"
Anthony Carter,1999,"385,000.00"
Anthony Johnson,1999,"1,100,000.00"
Anthony Mason,1999,"4,860,100.00"
Anthony Miller,1999,"30,000.00"
Anthony Parker,1999,"980,280.00"
Anthony Peeler,1999,"2,495,500.00"
Antoine Carr,1999,"1,000,000.00"
Antoine Walker,1999,"9,000,000.00"
Antonio Daniels,1999,"2,794,920.00"
Antonio Davis,1999,"4,200,000.00"
Antonio Harvey,1999,"510,000.00"
Antonio McDyess,1999,"9,900,000.00"
Armen Gilliam,1999,"4,019,200.00"
Art Long,1999,"25,000.00"
Arvydas Sabonis,1999,"9,818,481.00"
Austin Croshere,1999,"1,515,120.00"
Avery Johnson,1999,"3,200,000.00"
B.J. Tyler,1999,"1,614,000.00"
Bakari Hendrix,1999,"31,706.00"
Baron Davis,1999,"2,712,480.00"
Ben Davis,1999,"45,847.00"
Ben Wallace,1999,"893,750.00"
Benoit Benjamin,1999,"123,529.00"
Bill Curley,1999,"117,867.00"
Bill Wennington,1999,"510,000.00"
Billy Owens,1999,"2,090,000.00"
Bimbo Coles,1999,"2,300,000.00"
Bison Dele,1999,"5,770,000.00"
BJ Armstrong,1999,"510,000.00"
Blue Edwards,1999,"510,000.00"
Bo Outlaw,1999,"2,000,000.00"
Bob Sura,1999,"3,760,000.00"
Bobby Jackson,1999,"903,360.00"
Bobby Phills,1999,"4,060,000.00"
Bonzi Wells,1999,"1,428,720.00"
Brad Miller,1999,"385,000.00"
Brandon Williams,1999,"35,176.00"
Brent Barry,1999,"3,960,000.00"
Brent Price,1999,"2,944,000.00"
Brent Scott,1999,"385,000.00"
Brett Robisch,1999,"20,000.00"
Brevin Knight,1999,"1,234,080.00"
Brian Grant,1999,"7,680,862.00"
Brian Shaw,1999,"1,610,000.00"
Brian Skinner,1999,"843,000.00"
Bruce Bowen,1999,"510,000.00"
Bruno Sundov,1999,"385,000.00"
Bryant Reeves,1999,"8,666,666.00"
Bryant Stith,1999,"5,290,000.00"
Bryce Drew,1999,"1,105,560.00"
Bryon Russell,1999,"4,000,000.00"
Byron Scott,1999,"510,000.00"
Cal Bowdler,1999,"1,025,880.00"
Calbert Cheaney,1999,"2,000,000.00"
Calvin Booth,1999,"301,875.00"
Carlos Rogers,1999,"2,100,000.00"
Casey Shaw,1999,"25,000.00"
Cedric Ceballos,1999,"3,500,000.00"
Cedric Henderson,1999,"2,400,000.00"
Charles Barkley,1999,"9,000,000.00"
Charles Jones,1999,"385,000.00"
Charles Oakley,1999,"5,236,000.00"
Charles Smith,1999,"779,960.00"
Charlie Ward,1999,"4,540,000.00"
Chauncey Billups,1999,"3,100,080.00"
Cherokee Parks,1999,"1,925,000.00"
Chris Anstey,1999,"1,113,720.00"
Chris Carr,1999,"90,000.00"
Chris Childs,1999,"4,160,000.00"
Chris Crawford,1999,"2,000,000.00"
Chris Dudley,1999,"7,100,000.00"
Chris Gatling,1999,"4,875,200.00"
Chris Herren,1999,"301,875.00"
Chris Mills,1999,"4,200,000.00"
Chris Mullin,1999,"4,079,100.00"
Chris Webber,1999,"11,000,000.00"
Chris Whitney,1999,"1,680,000.00"
Christian Laettner,1999,"6,062,500.00"
Chuck Person,1999,"510,000.00"
Chucky Atkins,1999,"385,000.00"
Chucky Brown,1999,"510,000.00"
Clar. Weatherspoon,1999,"1,925,000.00"
Clarence Weatherspoon,1999,"1,925,000.00"
Clifford Robinson,1999,"6,125,000.00"
Corey Benjamin,1999,"696,000.00"
Corey Brewer,1999,"100,000.00"
Corey Maggette,1999,"1,259,400.00"
Corie Blount,1999,"1,100,000.00"
Corliss Williamson,1999,"3,560,000.00"
Cory Alexander,1999,"1,980,000.00"
Cuttino Mobley,1999,"385,000.00"
Dale Davis,1999,"4,490,000.00"
Dale Ellis,1999,"2,095,250.00"
Damon Jones,1999,"176,647.00"
Damon Stoudamire,1999,"10,125,000.00"
Dan Majerle,1999,"3,600,000.00"
Dana Barros,1999,"3,500,000.00"
Danny Ferry,1999,"4,000,000.00"
Danny Fortson,1999,"1,678,800.00"
Danny Manning,1999,"6,833,333.00"
Danny Schayes,1999,"211,765.00"
Darrell Armstrong,1999,"4,125,000.00"
Darrick Martin,1999,"572,500.00"
Darvin Ham,1999,"460,000.00"
David Robinson,1999,"11,592,683.00"
David Wesley,1999,"2,520,000.00"
David Wingate,1999,"510,000.00"
Dean Garrett,1999,"2,520,000.00"
Dedric Willoughby,1999,"134,956.00"
Dee Brown,1999,"4,000,000.00"
DeJuan Wheat,1999,"460,000.00"
Dell Curry,1999,"2,100,000.00"
DeMarco Johnson,1999,"111,871.00"
Dennis Scott,1999,"1,100,000.00"
Derek Anderson,1999,"1,439,400.00"
Derek Fisher,1999,"3,000,000.00"
Derek Harper,1999,"1,100,000.00"
Derek Hood,1999,"49,721.00"
Derek Strong,1999,"3,159,000.00"
Derrick Coleman,1999,"7,370,000.00"
Derrick Dial,1999,"301,875.00"
Derrick McKey,1999,"4,800,000.00"
Detlef Schrempf,1999,"2,000,000.00"
Devean George,1999,"790,440.00"
Devin Gray,1999,"88,223.00"
Dickey Simpkins,1999,"1,500,000.00"
Dikembe Mutombo,1999,"12,820,249.00"
Dino Radja,1999,"2,270,500.00"
Dion Glover,1999,"893,400.00"
Dirk Nowitzki,1999,"1,583,040.00"
Dominique Wilkins,1999,"250,000.00"
Don MacLean,1999,"2,800,000.00"
Don Reid,1999,"1,000,000.00"
Donyell Marshall,1999,"5,250,000.00"
Doug Christie,1999,"2,742,600.00"
Doug Overton,1999,"592,000.00"
Doug West,1999,"3,295,000.00"
Drew Barry,1999,"62,765.00"
Duane Causwell,1999,"1,696,387.00"
Duane Ferrell,1999,"1,625,000.00"
Dwayne Schintzius,1999,"550,000.00"
Earl Boykins,1999,"88,324.00"
Ed Gray,1999,"941,040.00"
Ed Pinckney,1999,"510,000.00"
Eddie Johnson,1999,"1,000,000.00"
Eddie Jones,1999,"2,500,000.00"
Eddie Robinson,1999,"600,000.00"
Efthimios Rentzias,1999,"658,700.00"
Elden Campbell,1999,"7,975,000.00"
Eldridge Recasner,1999,"1,100,000.00"
Elliot Perry,1999,"2,000,000.00"
Elton Brand,1999,"3,375,960.00"
Emanual Davis,1999,"510,000.00"
Eric Montross,1999,"2,000,000.00"
Eric Murdock,1999,"1,925,000.00"
Eric Piatkowski,1999,"2,000,000.00"
Eric Riley,1999,"50,206.00"
Eric Snow,1999,"3,000,000.00"
Eric Washington,1999,"550,000.00"
Eric Williams,1999,"3,336,000.00"
Erick Dampier,1999,"4,988,000.00"
Erick Strickland,1999,"2,240,000.00"
Ervin Johnson,1999,"2,951,029.00"
Evan Eschmeyer,1999,"301,875.00"
Felipe Lopez,1999,"720,000.00"
Felton Spencer,1999,"510,000.00"
Fred Hoiberg,1999,"800,000.00"
Fred Vinson,1999,"485,000.00"
Frederic Weis,1999,"947,200.00"
Gary Grant,1999,"1,200,000.00"
Gary Payton,1999,"11,020,473.00"
Gary Trent,1999,"2,000,000.00"
George Lynch,1999,"2,000,000.00"
George McCloud,1999,"2,000,000.00"
Gerald Brown,1999,"385,000.00"
Gerald Wilkins,1999,"3,000,000.00"
Gerard King,1999,"460,000.00"
Gheorghe Muresan,1999,"510,000.00"
Glen Rice,1999,"7,000,000.00"
Glenn Robinson,1999,"7,250,000.00"
Grant Hill,1999,"6,939,000.00"
Grant Long,1999,"2,000,000.00"
Greg Anthony,1999,"1,100,000.00"
Greg Buckner,1999,"47,647.00"
Greg Foster,1999,"1,603,861.00"
Greg Minor,1999,"2,880,000.00"
Greg Ostertag,1999,"5,200,000.00"
Hakeem Olajuwon,1999,"14,302,001.00"
Harold Jamison,1999,"301,875.00"
Harvey Grant,1999,"1,200,000.00"
Haywoode Workman,1999,"510,000.00"
Hersey Hawkins,1999,"4,164,100.00"
Horace Grant,1999,"5,952,381.00"
Hot Rod Williams,1999,"1,925,000.00"
Howard Eisley,1999,"1,560,000.00"
Hubert Davis,1999,"752,500.00"
Ike Austin,1999,"4,819,451.00"
Ira Bowman,1999,"4,529.00"
Isaac Austin,1999,"4,819,451.00"
Isaiah Rider,1999,"5,410,000.00"
J.R. Reid,1999,"2,000,000.00"
Jack Haley,1999,"510,000.00"
Jacque Vaughn,1999,"781,800.00"
Jahidi White,1999,"385,000.00"
Jalen Rose,1999,"2,437,500.00"
Jamal Mashburn,1999,"5,600,000.00"
Jamel Thomas,1999,"58,599.00"
James Cotton,1999,"460,000.00"
James Posey,1999,"974,520.00"
James Robinson,1999,"2,376,667.00"
Jamie Feick,1999,"2,000,000.00"
Jamie Watson,1999,"250,000.00"
Jaren Jackson,1999,"2,483,333.00"
Jaren Jackson Jr,1999,"2,483,333.00"
Jason Caffey,1999,"3,937,500.00"
Jason Kidd,1999,"6,858,335.00"
Jason Lawson,1999,"25,000.00"
Jason Miskiri,1999,"15,982.00"
Jason Sasser,1999,"2,706.00"
Jason Terry,1999,"1,468,920.00"
Jason Williams,1999,"1,879,920.00"
Jayson Williams,1999,"12,375,000.00"
Jeff Foster,1999,"857,760.00"
Jeff Hornacek,1999,"5,200,000.00"
Jeff McInnis,1999,"460,000.00"
Jeffrey Sheppard,1999,"385,000.00"
Jelani McCoy,1999,"1,000,000.00"
Jerald Honeycutt,1999,"460,000.00"
Jermaine Jackson,1999,"302,875.00"
Jermaine O'Neal,1999,"5,075,000.00"
Jermaine Walker,1999,"100,000.00"
Jerome Allen,1999,"510,000.00"
Jerome Kersey,1999,"1,000,000.00"
Jerome Williams,1999,"2,550,000.00"
Jerry Stackhouse,1999,"4,781,250.00"
Jim Jackson,1999,"1,925,000.00"
Jim McIlvaine,1999,"4,800,000.00"
Jimmy Oliver,1999,"7,471.00"
Joe Dumars,1999,"510,000.00"
Joe Kleine,1999,"510,000.00"
Joe Smith,1999,"2,100,000.00"
Joe Stephens,1999,"88,441.00"
John Amaechi,1999,"385,000.00"
John Celestand,1999,"301,875.00"
John Coker,1999,"510,000.00"
John Crotty,1999,"1,237,000.00"
John Morton,1999,"6,735.00"
John Salley,1999,"510,000.00"
John Starks,1999,"4,000,000.00"
John Stockton,1999,"11,000,000.00"
John Thomas,1999,"832,560.00"
John Wallace,1999,"2,000,000.00"
Johnny Newman,1999,"1,100,000.00"
Johnny Taylor,1999,"1,172,400.00"
Jon Barry,1999,"800,000.00"
Jonathan Bender,1999,"2,214,600.00"
Jonathan Kerner,1999,"5,000.00"
Jud Buechler,1999,"1,100,000.00"
Jumaine Jones,1999,"684,000.00"
Juwan Howard,1999,"15,000,000.00"
Karl Malone,1999,"14,000,000.00"
Kebu Stewart,1999,"18,941.00"
Keith Askins,1999,"1,752,400.00"
Keith Booth,1999,"776,880.00"
Keith Closs,1999,"1,680,000.00"
Keith Van Horn,1999,"3,451,920.00"
Kelvin Cato,1999,"1,299,000.00"
Kendall Gill,1999,"5,600,000.00"
Kenny Anderson,1999,"6,680,000.00"
Kenny Thomas,1999,"823,440.00"
Keon Clark,1999,"1,289,400.00"
Kerry Kittles,1999,"7,166,666.00"
Kevin Gamble,1999,"1,868,750.00"
Kevin Garnett,1999,"16,806,300.00"
Kevin Ollie,1999,"425,088.00"
Kevin Willis,1999,"2,625,000.00"
Khalid Reeves,1999,"30,309.00"
Kiwane Garris,1999,"61,147.00"
Kobe Bryant,1999,"9,000,000.00"
Kornel David,1999,"202,941.00"
Kurt Thomas,1999,"1,925,000.00"
Lamar Odom,1999,"2,445,480.00"
LaMarcus Golden,1999,"25,000.00"
Lamond Murray,1999,"3,000,000.00"
LaPhonso Ellis,1999,"1,925,000.00"
Lari Ketner,1999,"92,338.00"
Laron Profit,1999,"301,875.00"
Larry Hughes,1999,"1,722,240.00"
Larry Johnson,1999,"11,910,714.00"
LaSalle Thompson,1999,"510,000.00"
Latrell Sprewell,1999,"9,000,000.00"
Lawrence Funderburke,1999,"2,400,000.00"
Lazaro Borrell,1999,"301,875.00"
Leon Smith,1999,"449,920.00"
Lindsey Hunter,1999,"2,350,000.00"
Lorenzen Wright,1999,"4,400,000.00"
Lorenzo Williams,1999,"1,540,000.00"
Lou Roe,1999,"97,412.00"
Louis Bullock,1999,"10,000.00"
Loy Vaught,1999,"4,180,000.00"
Luc Longley,1999,"5,175,000.00"
Lucious Harris,1999,"1,920,000.00"
Maceo Baston,1999,"20,000.00"
Makhtar N'Diaye,1999,"385,000.00"
Malik Rose,1999,"2,285,000.00"
Malik Sealy,1999,"1,100,000.00"
Marcus Brown,1999,"43,294.00"
Marcus Camby,1999,"5,250,000.00"
Mario Elie,1999,"1,925,000.00"
Mark Bryant,1999,"2,000,000.00"
Mark Davis,1999,"106,000.00"
Mark Hendrickson,1999,"62,764.00"
Mark Jackson,1999,"4,000,000.00"
Mark Pope,1999,"460,000.00"
Mark Strickland,1999,"2,302,400.00"
Mark West,1999,"510,000.00"
Marty Conlon,1999,"343,588.00"
Mate Skelin,1999,"385,000.00"
Matt Bullard,1999,"1,333,333.00"
Matt Geiger,1999,"6,889,520.00"
Matt Harpring,1999,"1,163,760.00"
Matt Maloney,1999,"2,681,250.00"
Maurice Taylor,1999,"1,367,400.00"
Metta World Peace,1999,"1,079,760.00"
Michael Cage,1999,"510,000.00"
Michael Curry,1999,"2,000,000.00"
Michael Dickerson,1999,"1,224,960.00"
Michael Doleac,1999,"1,357,320.00"
Michael Finley,1999,"7,200,000.00"
Michael Hawkins,1999,"465,029.00"
Michael Olowokandi,1999,"3,456,240.00"
Michael Ruffin,1999,"401,875.00"
Michael Smith,1999,"3,660,000.00"
Michael Stewart,1999,"3,200,000.00"
Mike Bibby,1999,"3,092,400.00"
Mike Brown,1999,"25,000.00"
Mikki Moore,1999,"460,000.00"
Miles Simon,1999,"385,000.00"
Milt Palacio,1999,"301,875.00"
Mirsad Turkcan,1999,"830,745.00"
Mitch Richmond,1999,"10,000,000.00"
Mitchell Butler,1999,"150,000.00"
Monty Williams,1999,"510,000.00"
Moochie Norris,1999,"443,300.00"
Mookie Blaylock,1999,"4,200,000.00"
Muggsy Bogues,1999,"510,000.00"
Nazr Mohammed,1999,"690,960.00"
Nick Anderson,1999,"5,051,906.00"
Nick Van Exel,1999,"8,354,614.00"
Nikita Morgunov,1999,"385,000.00"
Obinna Ekezie,1999,"301,875.00"
Olden Polynice,1999,"2,000,000.00"
Oliver Miller,1999,"510,000.00"
Othella Harrington,1999,"2,025,000.00"
Otis Thorpe,1999,"2,000,000.00"
P.J. Brown,1999,"5,124,800.00"
Pat Garrity,1999,"952,800.00"
Patrick Ewing,1999,"15,000,000.00"
Paul Grant,1999,"1,021,080.00"
Paul Pierce,1999,"1,503,960.00"
Pervis Ellison,1999,"2,750,000.00"
Pete Chilcutt,1999,"510,000.00"
PJ Brown,1999,"5,124,800.00"
Pooh Richardson,1999,"505,882.00"
Popeye Jones,1999,"2,531,000.00"
Predrag Stojakovic,1999,"1,310,400.00"
Quincy Lewis,1999,"930,720.00"
Radoslav Nesterovic,1999,"1,050,240.00"
Raef LaFrentz,1999,"2,777,160.00"
Rafer Alston,1999,"301,875.00"
Randell Jackson,1999,"115,500.00"
Randy Brown,1999,"1,200,000.00"
Randy Livingston,1999,"485,000.00"
Rashard Lewis,1999,"385,000.00"
Rasheed Wallace,1999,"10,800,000.00"
Rasho Nesterovic,1999,"1,050,240.00"
Ray Allen,1999,"9,000,000.00"
Reggie Jordan,1999,"510,000.00"
Reggie Miller,1999,"9,031,850.00"
Rex Chapman,1999,"3,150,000.00"
Rex Walters,1999,"1,100,000.00"
Richard Hamilton,1999,"1,836,240.00"
Rick Brunson,1999,"485,000.00"
Rick Fox,1999,"3,033,000.00"
Rick Hughes,1999,"115,423.00"
Rick Mahorn,1999,"510,000.00"
Ricky Davis,1999,"878,160.00"
Ricky Pierce,1999,"510,000.00"
Rik Smits,1999,"12,250,000.00"
Robert Horry,1999,"4,800,000.00"
Robert Pack,1999,"4,050,000.00"
Robert Traylor,1999,"2,059,320.00"
Robert Werdann,1999,"7,471.00"
Rod Strickland,1999,"10,000,000.00"
Rodney Buford,1999,"301,875.00"
Rodney Rogers,1999,"2,000,000.00"
Rodrick Rhodes,1999,"722,000.00"
Ron Harper,1999,"2,000,000.00"
Ron Mercer,1999,"2,298,840.00"
Roshown McLeod,1999,"914,760.00"
Roy Rogers,1999,"485,000.00"
Ruben Patterson,1999,"900,000.00"
Rusty Larue,1999,"40,588.00"
Ryan Bowen,1999,"301,875.00"
Ryan Robertson,1999,"301,875.00"
Ryan Stack,1999,"385,000.00"
Sam Cassell,1999,"3,500,000.00"
Sam Jacobson,1999,"743,727.00"
Sam Mack,1999,"315,000.00"
Sam Mitchell,1999,"2,000,000.00"
Sam Perkins,1999,"1,925,000.00"
Samaki Walker,1999,"2,716,667.00"
Scot Pollard,1999,"2,063,680.00"
Scott Burrell,1999,"1,000,000.00"
Scott Padgett,1999,"679,800.00"
Scott Williams,1999,"3,750,000.00"
Scottie Pippen,1999,"14,795,642.00"
Sean Elliott,1999,"5,433,333.00"
Sean Marks,1999,"385,000.00"
Sean Rooks,1999,"1,920,000.00"
Shammond Williams,1999,"500,000.00"
Shandon Anderson,1999,"2,000,000.00"
Shannon Smith,1999,"301,875.00"
Shaquille O'Neal,1999,"17,142,858.00"
Shareef Abdur-Rahim,1999,"9,000,000.00"
Shawn Bradley,1999,"7,560,000.00"
Shawn Kemp,1999,"10,780,000.00"
Shawn Marion,1999,"1,546,320.00"
Shea Seals,1999,"385,000.00"
Sherman Douglas,1999,"1,000,000.00"
Stacey Augmon,1999,"3,960,000.00"
Stanley Roberts,1999,"102,824.00"
Stephon Marbury,1999,"9,000,000.00"
Steve Francis,1999,"3,020,520.00"
Steve Goodrich,1999,"4,529.00"
Steve Kerr,1999,"1,968,750.00"
Steve Nash,1999,"5,500,000.00"
Steve Smith,1999,"7,200,000.00"
Steven Smith,1999,"7,200,000.00"
Tariq Abdul-Wahad,1999,"1,594,920.00"
Terrell Brandon,1999,"7,400,000.00"
Terry Cummings,1999,"2,600,000.00"
Terry Davis,1999,"1,925,000.00"
Terry Dehere,1999,"50,000.00"
Terry Mills,1999,"510,000.00"
Terry Porter,1999,"2,000,000.00"
Theo Ratliff,1999,"7,031,250.00"
Thomas Hamilton,1999,"510,000.00"
Thurl Bailey,1999,"510,000.00"
Tim Duncan,1999,"3,858,240.00"
Tim Hardaway,1999,"4,800,000.00"
Tim James,1999,"728,520.00"
Tim Legler,1999,"1,629,000.00"
Tim Thomas,1999,"2,098,560.00"
Tim Young,1999,"301,875.00"
Toby Bailey,1999,"535,000.00"
Todd Day,1999,"510,000.00"
Todd Fuller,1999,"485,000.00"
Todd MacCulloch,1999,"301,875.00"
Tom Gugliotta,1999,"8,558,535.00"
Tom Hammonds,1999,"1,800,000.00"
Toni Kukoc,1999,"4,500,000.00"
Tony Battie,1999,"2,530,920.00"
Tony Delk,1999,"485,000.00"
Tony Farmer,1999,"510,000.00"
Tony Massenburg,1999,"1,150,000.00"
Tracy McGrady,1999,"1,767,120.00"
Tracy Murray,1999,"2,720,000.00"
Trajan Langdon,1999,"1,394,280.00"
Travis Best,1999,"3,250,000.00"
Travis Knight,1999,"2,800,000.00"
Trevor Winter,1999,"4,529.00"
Troy Hudson,1999,"460,000.00"
Tyrone Corbin,1999,"510,000.00"
Tyrone Grant,1999,"37,290.00"
Tyrone Hill,1999,"6,422,400.00"
Tyrone Nesby,1999,"2,716,667.00"
Tyronn Lue,1999,"809,280.00"
Vernon Maxwell,1999,"1,430,000.00"
Vin Baker,1999,"9,000,000.00"
Vince Carter,1999,"2,267,280.00"
Vinny Del Negro,1999,"1,925,000.00"
Vitaly Potapenko,1999,"3,810,000.00"
Vlade Divac,1999,"8,837,774.00"
Vladimir Stepania,1999,"700,320.00"
Vonteego Cummings,1999,"704,400.00"
Voshon Lenard,1999,"3,308,516.00"
Wally Szczerbiak,1999,"2,011,440.00"
Walt Williams,1999,"3,750,000.00"
Walter McCarty,1999,"2,500,000.00"
Wayne Turner,1999,"30,000.00"
Wesley Person,1999,"4,900,000.00"
Will Perdue,1999,"5,300,000.00"
